source_name,cleaned_source_name,source_database,target_name,cleaned_target_name,target_database,sequence_identity,name_similarity,predicted_similarity,similarity_difference
vanTrL,vantrl,card,vanTr,vantr,ncbi,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
vanTr,vantr,ncbi,vanTrL,vantrl,card,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
AQU-1,aqu1,card,blaAQU,aqu,ncbi,1.0,0.75,0.9227195571735056,0.17271955717350562
blaAQU,aqu,ncbi,AQU-1,aqu1,card,1.0,0.75,0.9227195571735056,0.17271955717350562
CblA-1,c1,card,cblA,c,ncbi,1.0,0.5,0.9227195571735056,0.4227195571735056
cblA,c,ncbi,CblA-1,c1,card,1.0,0.5,0.9227195571735056,0.4227195571735056
CfxA2,cfxa2,card,cfxA,cfxa,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
cfxA,cfxa,ncbi,CfxA2,cfxa2,card,1.0,0.8,0.9227195571735056,0.12271955717350558
dfrA22,dfra22,card,dfrA47,dfra47,ncbi,1.0,0.6666666666666667,0.9227195571735056,0.2560528905068389
dfrA47,dfra47,ncbi,dfrA22,dfra22,card,1.0,0.6666666666666667,0.9227195571735056,0.2560528905068389
vanXYG,vanxyg,card,vanXY,vanxy,ncbi,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
vanXY,vanxy,ncbi,vanXYG,vanxyg,card,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
cphA3,cpha3,card,blaCEPH-A3,cepha3,resfinder,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
cphA3,cpha3,ncbi,blaCEPH-A3,cepha3,resfinder,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
ACT-36,act36,card,blaACT-14,act14,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
blaACT-36,act36,ncbi,blaACT-14,act14,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
MIR-17,mir17,card,blaMIR-5,mir5,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaMIR-17,mir17,ncbi,blaMIR-5,mir5,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
IMI-7,imi7,card,blaIMI-1,imi1,resfinder,0.959,0.75,0.867641955365988,0.11764195536598798
blaIMI-7,imi7,ncbi,blaIMI-1,imi1,resfinder,0.959,0.75,0.867641955365988,0.11764195536598798
GIM-2,gim2,card,blaGIM-1,gim1,resfinder,0.962,0.75,0.8716720237909283,0.12167202379092834
blaGIM-2,gim2,ncbi,blaGIM-1,gim1,resfinder,0.962,0.75,0.8716720237909283,0.12167202379092834
lsaE,lsae,card,lnu(B),lnub,ncbi,1.0,0.25,0.9227195571735056,0.6727195571735056
lnu(B),lnub,ncbi,lsaE,lsae,card,1.0,0.25,0.9227195571735056,0.6727195571735056
cfrA,cfra,card,cfr,cfr,ncbi,1.0,0.75,0.9227195571735056,0.17271955717350562
cfrA,cfra,card,cfr,cfr,resfinder,1.0,0.75,0.9227195571735056,0.17271955717350562
cfr,cfr,ncbi,cfrA,cfra,card,1.0,0.75,0.9227195571735056,0.17271955717350562
y56 beta-lactamase,y56 betalactamase,card,blaA,a,ncbi,0.959,0.05882352941176472,0.867641955365988,0.8088184259542233
y56 beta-lactamase,y56 betalactamase,card,blaA,a,resfinder,0.985,0.05882352941176472,0.902569215048804,0.8437456856370393
blaA,a,ncbi,y56 beta-lactamase,y56 betalactamase,card,0.959,0.05882352941176472,0.867641955365988,0.8088184259542233
RCP-1,rcp1,card,blaRCP,rcp,ncbi,1.0,0.75,0.9227195571735056,0.17271955717350562
blaRCP,rcp,ncbi,RCP-1,rcp1,card,1.0,0.75,0.9227195571735056,0.17271955717350562
EXO-1,exo1,card,bla2a,2a,ncbi,1.0,0.0,0.9227195571735056,0.9227195571735056
bla2a,2a,ncbi,EXO-1,exo1,card,1.0,0.0,0.9227195571735056,0.9227195571735056
ACT-38,act38,card,blaACT-6,act6,resfinder,0.97,0.6,0.8824188729241025,0.2824188729241025
blaACT-38,act38,ncbi,blaACT-6,act6,resfinder,0.97,0.6,0.8824188729241025,0.2824188729241025
AAC(6')-Ib',aac6'ib',card,aac(6')-30-aac(6')-Ib',aac6'30aac6'ib',resfinder,0.981,0.5333333333333333,0.897195790482217,0.36386245714888366
aac(6')-Ib',aac6'ib',ncbi,aac(6')-30-aac(6')-Ib',aac6'30aac6'ib',resfinder,0.981,0.5333333333333333,0.897195790482217,0.36386245714888366
VEB-1b,veb1b,card,blaVEB-16,veb16,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaVEB-16,veb16,ncbi,VEB-1b,veb1b,card,1.0,0.8,0.9227195571735056,0.12271955717350558
MUS-2,mus2,card,blaMUS-1,mus1,resfinder,0.975,0.75,0.8891356536323365,0.1391356536323365
blaMUS-2,mus2,ncbi,blaMUS-1,mus1,resfinder,0.975,0.75,0.8891356536323365,0.1391356536323365
ADC-1,adc1,card,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
blaADC-1,adc1,ncbi,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
ADC-2,adc2,card,blaADC-25,adc25,resfinder,0.962,0.8,0.8716720237909283,0.0716720237909283
blaADC-2,adc2,ncbi,blaADC-25,adc25,resfinder,0.962,0.8,0.8716720237909283,0.0716720237909283
ADC-3,adc3,card,blaADC-25,adc25,resfinder,0.961,0.6,0.8703286676492816,0.27032866764928165
blaADC-3,adc3,ncbi,blaADC-25,adc25,resfinder,0.961,0.6,0.8703286676492816,0.27032866764928165
ADC-4,adc4,card,blaADC-25,adc25,resfinder,0.961,0.6,0.8703286676492816,0.27032866764928165
blaADC-4,adc4,ncbi,blaADC-25,adc25,resfinder,0.961,0.6,0.8703286676492816,0.27032866764928165
ADC-5,adc5,card,blaADC-25,adc25,resfinder,0.956,0.8,0.8636118869410478,0.0636118869410478
blaADC-5,adc5,ncbi,blaADC-25,adc25,resfinder,0.956,0.8,0.8636118869410478,0.0636118869410478
ADC-6,adc6,card,blaADC-25,adc25,resfinder,0.962,0.6,0.8716720237909283,0.27167202379092836
blaADC-6,adc6,ncbi,blaADC-25,adc25,resfinder,0.962,0.6,0.8716720237909283,0.27167202379092836
ADC-7,adc7,card,blaADC-25,adc25,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
blaADC-7,adc7,ncbi,blaADC-25,adc25,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
ADC-31,adc31,card,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-31,adc31,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
ADC-39,adc39,card,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
blaADC-39,adc39,ncbi,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
ADC-56,adc56,card,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-56,adc56,ncbi,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
ADC-61,adc61,card,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-61,adc61,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
ADC-74,adc74,card,blaADC-25,adc25,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaADC-74,adc74,ncbi,blaADC-25,adc25,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
ADC-75,adc75,card,blaADC-25,adc25,resfinder,0.966,0.8,0.8770454483575154,0.07704544835751537
blaADC-75,adc75,ncbi,blaADC-25,adc25,resfinder,0.966,0.8,0.8770454483575154,0.07704544835751537
ADC-76,adc76,card,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
blaADC-76,adc76,ncbi,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
ADC-77,adc77,card,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
blaADC-77,adc77,ncbi,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
ADC-78,adc78,card,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-78,adc78,ncbi,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
ADC-79,adc79,card,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
blaADC-79,adc79,ncbi,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
ADC-82,adc82,card,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-82,adc82,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
ANT(4')-Ib,ant4'ib,card,aadD,aadd,resfinder,1.0,0.1428571428571429,0.9227195571735056,0.7798624143163627
Erm(44)v,erm44v,card,erm(44),erm44,ncbi,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
Erm(44)v,erm44v,card,erm(44),erm44,resfinder,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
erm(44),erm44,ncbi,Erm(44)v,erm44v,card,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
ANT(3'')-IIa,ant3''iia,card,aadA1,aada1,ncbi,0.996,0.11111111111111116,0.9173461326069186,0.8062350214958074
NPS-1,nps1,card,blaNPS,nps,resfinder,1.0,0.75,0.9227195571735056,0.17271955717350562
blaNPS-1,nps1,ncbi,blaNPS,nps,resfinder,1.0,0.75,0.9227195571735056,0.17271955717350562
Escherichia coli ampC beta-lactamase,ampc betalactamase,card,blaEC-8,ec8,ncbi,0.989,0.11111111111111116,0.9079426396153911,0.79683152850428
blaEC-8,ec8,ncbi,Escherichia coli ampC beta-lactamase,ampc betalactamase,card,0.989,0.11111111111111116,0.9079426396153911,0.79683152850428
Rhodobacter sphaeroides ampC beta-lactamase,ampc betalactamase,card,blaRHO,rho,ncbi,1.0,0.0,0.9227195571735056,0.9227195571735056
blaRHO,rho,ncbi,Rhodobacter sphaeroides ampC beta-lactamase,ampc betalactamase,card,1.0,0.0,0.9227195571735056,0.9227195571735056
Laribacter hongkongensis ampC beta-lactamase,ampc betalactamase,card,blaLHK-7,lhk7,ncbi,1.0,0.05555555555555558,0.9227195571735056,0.86716400161795
blaLHK-7,lhk7,ncbi,Laribacter hongkongensis ampC beta-lactamase,ampc betalactamase,card,1.0,0.05555555555555558,0.9227195571735056,0.86716400161795
BUT-1,but1,card,blaBUT-2,but2,ncbi,1.0,0.75,0.9227195571735056,0.17271955717350562
blaBUT-2,but2,ncbi,BUT-1,but1,card,1.0,0.75,0.9227195571735056,0.17271955717350562
HERA-1,hera1,card,blaHER-1,her1,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-1,her1,ncbi,HERA-1,hera1,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-1,her1,ncbi,blaHERA-1,hera1,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
TRU-1,tru1,card,blaTRU,tru,resfinder,1.0,0.75,0.9227195571735056,0.17271955717350562
blaTRU-1,tru1,ncbi,blaTRU,tru,resfinder,1.0,0.75,0.9227195571735056,0.17271955717350562
Agrobacterium fabrum chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,catB1,catb1,ncbi,1.0,0.09090909090909094,0.9227195571735056,0.8318104662644147
Agrobacterium fabrum chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,catB1,catb1,resfinder,1.0,0.09090909090909094,0.9227195571735056,0.8318104662644147
catB1,catb1,ncbi,Agrobacterium fabrum chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,1.0,0.09090909090909094,0.9227195571735056,0.8318104662644147
Campylobacter coli chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,catA13,cata13,ncbi,0.961,0.12121212121212122,0.8703286676492816,0.7491165464371604
catA13,cata13,ncbi,Campylobacter coli chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,0.961,0.12121212121212122,0.8703286676492816,0.7491165464371604
Streptococcus suis chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,catA,cata,ncbi,1.0,0.12121212121212122,0.9227195571735056,0.8015074359613844
Streptococcus suis chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,cat(pC194),catpc194,resfinder,0.953,0.12121212121212122,0.8595818185161075,0.7383696973039863
catA,cata,ncbi,Streptococcus suis chloramphenicol acetyltransferase,chloramphenicol acetyltransferase,card,1.0,0.12121212121212122,0.9227195571735056,0.8015074359613844
catA,cata,ncbi,cat(pC194),catpc194,resfinder,0.953,0.375,0.8595818185161075,0.4845818185161075
EBR-2,ebr2,card,blaEBR-1,ebr1,resfinder,0.974,0.75,0.8877922974906896,0.13779229749068955
blaEBR-2,ebr2,ncbi,blaEBR-1,ebr1,resfinder,0.974,0.75,0.8877922974906896,0.13779229749068955
OXA-663,oxa663,card,blaOXA-10,oxa10,resfinder,0.954,0.5,0.8609251746577542,0.3609251746577542
blaOXA-663,oxa663,ncbi,blaOXA-10,oxa10,resfinder,0.954,0.5,0.8609251746577542,0.3609251746577542
ADC-68,adc68,card,blaADC-25,adc25,resfinder,0.958,0.6,0.8662985992243413,0.2662985992243413
blaADC-68,adc68,ncbi,blaADC-25,adc25,resfinder,0.958,0.6,0.8662985992243413,0.2662985992243413
MCR-8.1,mcr8.1,card,mcr-8,mcr8,resfinder,1.0,0.6666666666666667,0.9227195571735056,0.2560528905068389
mcr-8.1,mcr8.1,ncbi,mcr-8,mcr8,resfinder,1.0,0.6666666666666667,0.9227195571735056,0.2560528905068389
dfrA6,dfra6,card,dfrA46,dfra46,ncbi,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
dfrA6,dfra6,card,dfrA31,dfra31,resfinder,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
dfrA46,dfra46,ncbi,dfrA6,dfra6,card,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
dfrA46,dfra46,ncbi,dfrA31,dfra31,resfinder,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
dfrB7,dfrb7,card,dfrB8,dfrb8,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
dfrB7,dfrb7,card,dfrB8,dfrb8,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
dfrB8,dfrb8,ncbi,dfrB7,dfrb7,card,1.0,0.8,0.9227195571735056,0.12271955717350558
clcD,clcd,card,cfr(B),cfrb,ncbi,1.0,0.25,0.9227195571735056,0.6727195571735056
clcD,clcd,card,cfr(B),cfrb,resfinder,0.963,0.25,0.8730153799325753,0.6230153799325753
cfr(B),cfrb,ncbi,clcD,clcd,card,1.0,0.25,0.9227195571735056,0.6727195571735056
ADC-11,adc11,card,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
blaADC-11,adc11,ncbi,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
ADC-30,adc30,card,blaADC-25,adc25,resfinder,0.968,0.6,0.8797321606408091,0.2797321606408091
blaADC-30,adc30,ncbi,blaADC-25,adc25,resfinder,0.968,0.6,0.8797321606408091,0.2797321606408091
ADC-58,adc58,card,blaADC-25,adc25,resfinder,0.963,0.6,0.8730153799325753,0.2730153799325753
blaADC-58,adc58,ncbi,blaADC-25,adc25,resfinder,0.963,0.6,0.8730153799325753,0.2730153799325753
ADC-59,adc59,card,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
blaADC-59,adc59,ncbi,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
ADC-60,adc60,card,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-60,adc60,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
QnrS15,qnrs15,card,qnrS9,qnrs9,resfinder,0.997,0.6666666666666667,0.9186894887485653,0.2520228220818985
qnrS15,qnrs15,ncbi,qnrS9,qnrs9,resfinder,0.997,0.6666666666666667,0.9186894887485653,0.2520228220818985
ADC-62,adc62,card,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
blaADC-62,adc62,ncbi,blaADC-25,adc25,resfinder,0.964,0.6,0.874358736074222,0.274358736074222
ADC-67,adc67,card,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-67,adc67,ncbi,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
ADC-73,adc73,card,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
blaADC-73,adc73,ncbi,blaADC-25,adc25,resfinder,0.965,0.6,0.8757020922158687,0.2757020922158687
qnrE2,qnre2,card,qnrE1,qnre1,resfinder,0.987,0.8,0.9052559273320977,0.10525592733209765
qnrE2,qnre2,ncbi,qnrE1,qnre1,resfinder,0.987,0.8,0.9052559273320977,0.10525592733209765
AAC(6')-Iag,aac6'iag,card,aacA48,aaca48,ncbi,1.0,0.375,0.9227195571735056,0.5477195571735056
aacA48,aaca48,ncbi,AAC(6')-Iag,aac6'iag,card,1.0,0.375,0.9227195571735056,0.5477195571735056
aacA48,aaca48,ncbi,aac(6')-Iag,aac6'iag,resfinder,1.0,0.375,0.9227195571735056,0.5477195571735056
dfrA6 from Proteus mirabilis,dfra6 from proteus mirabilis,card,dfrA6,dfra6,ncbi,1.0,0.1785714285714286,0.9227195571735056,0.744148128602077
dfrA6 from Proteus mirabilis,dfra6 from proteus mirabilis,card,dfrA6,dfra6,resfinder,1.0,0.1785714285714286,0.9227195571735056,0.744148128602077
dfrA6,dfra6,ncbi,dfrA6 from Proteus mirabilis,dfra6 from proteus mirabilis,card,1.0,0.1785714285714286,0.9227195571735056,0.744148128602077
AQU-2,aqu2,card,blaAQU-1,aqu1,ncbi,0.978,0.75,0.8931657220572766,0.14316572205727662
blaAQU-1,aqu1,ncbi,AQU-2,aqu2,card,0.978,0.75,0.8931657220572766,0.14316572205727662
FosB1,fosb1,card,fosB3,fosb3,resfinder,0.984,0.8,0.9012258589071573,0.1012258589071573
fosB1,fosb1,ncbi,fosB3,fosb3,resfinder,0.984,0.8,0.9012258589071573,0.1012258589071573
rmtE,rmte,card,rmtE1,rmte1,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
rmtE1,rmte1,ncbi,rmtE,rmte,card,1.0,0.8,0.9227195571735056,0.12271955717350558
rmtE1,rmte1,ncbi,rmtE,rmte,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
MCR-9.1,mcr9.1,card,mcr-9,mcr9,resfinder,1.0,0.6666666666666667,0.9227195571735056,0.2560528905068389
mcr-10.1,mcr10.1,ncbi,mcr-10,mcr10,resfinder,1.0,0.7142857142857143,0.9227195571735056,0.20843384288779132
MIR-23,mir23,card,blaMIR-5,mir5,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaMIR-23,mir23,ncbi,blaMIR-5,mir5,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
CMH-1,cmh1,card,blaCMH-3,cmh3,resfinder,0.986,0.75,0.9039125711904508,0.15391257119045076
blaCMH-1,cmh1,ncbi,blaCMH-3,cmh3,resfinder,0.962,0.75,0.8716720237909283,0.12167202379092834
GOB-16,gob16,card,blaGOB-17,gob17,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaGOB-17,gob17,ncbi,GOB-16,gob16,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaGOB-17,gob17,ncbi,blaGOB-16,gob16,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-2,hera2,card,blaHER-2,her2,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-2,her2,ncbi,HERA-2,hera2,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-2,her2,ncbi,blaHERA-2,hera2,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-3,hera3,card,blaHER-3,her3,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-3,her3,ncbi,HERA-3,hera3,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-3,her3,ncbi,blaHERA-3,hera3,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-4,hera4,card,blaHER-4,her4,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-4,her4,ncbi,HERA-4,hera4,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-4,her4,ncbi,blaHERA-4,hera4,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-5,hera5,card,blaHER-5,her5,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-5,her5,ncbi,HERA-5,hera5,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-5,her5,ncbi,blaHERA-5,hera5,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-6,hera6,card,blaHER-6,her6,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-6,her6,ncbi,HERA-6,hera6,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-6,her6,ncbi,blaHERA-6,hera6,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
HERA-8,hera8,card,blaHER-8,her8,ncbi,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-8,her8,ncbi,HERA-8,hera8,card,1.0,0.8,0.9227195571735056,0.12271955717350558
blaHER-8,her8,ncbi,blaHERA-8,hera8,resfinder,1.0,0.8,0.9227195571735056,0.12271955717350558
OXA-724,oxa724,card,ampH,amph,resfinder,1.0,0.16666666666666663,0.9227195571735056,0.756052890506839
blaOXA-724,oxa724,ncbi,ampH,amph,resfinder,1.0,0.16666666666666663,0.9227195571735056,0.756052890506839
LEN-34,len34,card,blaLEN16,len16,resfinder,0.996,0.6,0.9173461326069186,0.3173461326069186
blaLEN-34,len34,ncbi,blaLEN16,len16,resfinder,0.996,0.6,0.9173461326069186,0.3173461326069186
CMY-136,cmy136,card,blaCMY-2,cmy2,resfinder,0.976,0.5,0.8904790097739832,0.3904790097739832
blaCMY-136,cmy136,ncbi,blaCMY-2,cmy2,resfinder,0.976,0.5,0.8904790097739832,0.3904790097739832
NDM-25,ndm25,card,blaNDM-1,ndm1,resfinder,0.956,0.6,0.8636118869410478,0.26361188694104787
blaNDM-25,ndm25,ncbi,blaNDM-1,ndm1,resfinder,0.956,0.6,0.8636118869410478,0.26361188694104787
NDM-27,ndm27,card,blaNDM-3,ndm3,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaNDM-27,ndm27,ncbi,blaNDM-3,ndm3,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
NDM-28,ndm28,card,blaNDM-1,ndm1,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaNDM-28,ndm28,ncbi,blaNDM-1,ndm1,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
FRI-6,fri6,card,blaFRI-4,fri4,resfinder,0.959,0.75,0.867641955365988,0.11764195536598798
blaFRI-6,fri6,ncbi,blaFRI-4,fri4,resfinder,0.959,0.75,0.867641955365988,0.11764195536598798
FRI-7,fri7,card,blaFRI-4,fri4,resfinder,0.956,0.75,0.8636118869410478,0.11361188694104785
blaFRI-7,fri7,ncbi,blaFRI-4,fri4,resfinder,0.956,0.75,0.8636118869410478,0.11361188694104785
ADC-159,adc159,card,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-159,adc159,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
cmlA9,cmla9,card,floR2,flor2,ncbi,1.0,0.0,0.9227195571735056,0.9227195571735056
floR2,flor2,ncbi,cmlA9,cmla9,card,1.0,0.0,0.9227195571735056,0.9227195571735056
Tet(X6),tetx6,card,tet(X5),tetx5,ncbi,0.989,0.8,0.9079426396153911,0.10794263961539108
tet(X5),tetx5,ncbi,Tet(X6),tetx6,card,0.989,0.8,0.9079426396153911,0.10794263961539108
tet(X5),tetx5,ncbi,tet(X6),tetx6,resfinder,0.989,0.8,0.9079426396153911,0.10794263961539108
OXA-899,oxa899,card,blaOXA-22,oxa22,resfinder,0.969,0.5,0.8810755167824558,0.38107551678245577
blaOXA-899,oxa899,ncbi,blaOXA-22,oxa22,resfinder,0.969,0.5,0.8810755167824558,0.38107551678245577
blaS1,s1,card,blaS,s,ncbi,1.0,0.5,0.9227195571735056,0.4227195571735056
blaS,s,ncbi,blaS1,s1,card,1.0,0.5,0.9227195571735056,0.4227195571735056
OXA-846,oxa846,card,blaOXA-395,oxa395,resfinder,0.992,0.5,0.9119727080403315,0.4119727080403315
blaOXA-846,oxa846,ncbi,blaOXA-395,oxa395,resfinder,0.982,0.5,0.8985391466238637,0.3985391466238637
NDM-29,ndm29,card,blaNDM-7,ndm7,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaNDM-29,ndm29,ncbi,blaNDM-7,ndm7,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
OXA-906,oxa906,card,blaOXA-485,oxa485,resfinder,0.981,0.5,0.897195790482217,0.397195790482217
blaOXA-906,oxa906,ncbi,blaOXA-485,oxa485,resfinder,0.981,0.5,0.897195790482217,0.397195790482217
OXA-850,oxa850,card,blaOXA-494,oxa494,resfinder,0.996,0.5,0.9173461326069186,0.41734613260691855
blaOXA-850,oxa850,ncbi,blaOXA-494,oxa494,resfinder,0.986,0.5,0.9039125711904508,0.40391257119045076
OXA-668,oxa668,card,blaOXA-275,oxa275,resfinder,0.964,0.5,0.874358736074222,0.374358736074222
blaOXA-668,oxa668,ncbi,blaOXA-275,oxa275,resfinder,0.964,0.5,0.874358736074222,0.374358736074222
OXA-818,oxa818,card,blaOXA-565,oxa565,resfinder,0.989,0.5,0.9079426396153911,0.4079426396153911
blaOXA-818,oxa818,ncbi,blaOXA-565,oxa565,resfinder,0.956,0.5,0.8636118869410478,0.36361188694104785
OXA-812,oxa812,card,blaOXA-103,oxa103,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-812,oxa812,ncbi,blaOXA-103,oxa103,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
FosA7.5,fosa7.5,card,fosA7,fosa7,resfinder,0.973,0.7142857142857143,0.8864489413490428,0.17216322706332854
fosA7.5,fosa7.5,ncbi,fosA7,fosa7,resfinder,0.973,0.7142857142857143,0.8864489413490428,0.17216322706332854
