id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
WP_000799227.1	ncbi	bla2	phenotype: confers resistance to subclass: CARBAPENEM, product: BcII family subclass B1 metallo-beta-lactamase	ARO3004189	Bla2	RBH	0.976	1.0	PMID: ['12760895', '12533457', '27557855'], is_a: ARO:3004230:subclass B1 Bacillus anthracis Bla beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM						
WP_000800689.1	ncbi	catB11	phenotype: confers resistance to subclass: CHLORAMPHENICOL, product: type B-2 chloramphenicol O-acetyltransferase CatB11	ARO3004660	catB11	RBH	1.0	1.0	PMID: ['19416365'], additional_phenotype: confers resistance to drug class: PHENICOL ANTIBIOTIC, is_a: ARO:3000122:chloramphenicol acetyltransferase (CAT), phenotype: confers resistance to antibiotic: CHLORAMPHENICOL	catB2	catB2	OWH	0.912	1.0	phenotype: confers resistance to: CHLORAMPHENICOL
WP_000806242.1	ncbi	almF	phenotype: confers resistance to subclass: COLISTIN, product: lipid A modification system glycine carrier protein AlmF	ARO3007431	almF	RBH	1.0	1.0	PMID: ['25068415'], is_a: ARO:3007430:alm glycyl carrier protein, phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC	-	-	-	-	-	-
WP_000846390.1	ncbi	blaOXA-10	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: oxacillin-hydrolyzing class D beta-lactamase OXA-10	ARO3001405	OXA-10	RBH	1.0	1.0	PMID: ['27499434', '11017203'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOXA-10	blaOXA-10	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_000854009.1	ncbi	blaOXA-235	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235	ARO3001676	OXA-235	RBH	1.0	1.0	PMID: ['23439638'], is_a: ARO:3007700:OXA-134-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-235	blaOXA-235	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFOXITIN, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_000854010.1	ncbi	blaOXA-237	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-237	ARO3001678	OXA-237	RBH	1.0	1.0	PMID: ['23439638'], is_a: ARO:3007700:OXA-134-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-237	blaOXA-237	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_000855537.1	ncbi	fusB	phenotype: confers resistance to subclass: FUSIDIC ACID, product: fusidic acid resistance EF-G-binding protein FusB	ARO3003552	fusB	RBH	1.0	1.0	PMID: ['22308410', '16390458'], additional_phenotype: confers resistance to drug class: FUSIDANE ANTIBIOTIC, is_a: ARO:3005086:Target protecting FusB-type protein conferring resistance to Fusidic acid, phenotype: confers resistance to antibiotic: FUSIDIC ACID	fusB	fusB	RBH	1.0	1.0	phenotype: confers resistance to: FUSIDIC ACID
WP_000855769.1	ncbi	rmtC	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	ARO3000861	rmtC	RBH	1.0	1.0	PMID: ['21177880', '26488937', '16377684', '20350396'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3004271:16S rRNA methyltransferase (G1405), phenotype: confers resistance to antibiotic: G418,  AMIKACIN,  ARBEKACIN,  DIBEKACIN,  GENTAMICIN B,  GENTAMICIN C,  ISEPAMICIN,  KANAMYCIN A,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	rmtC	rmtC	RBH	1.0	1.0	phenotype: confers resistance to: AMIKACIN, ARBEKACIN, GENTAMICIN, ISEPAMICIN, KANAMYCIN, SISOMICIN, TOBRAMYCIN
WP_000868795.1	ncbi	dfrG	phenotype: confers resistance to subclass: TRIMETHOPRIM, product: trimethoprim-resistant dihydrofolate reductase DfrG	ARO3002868	dfrG	RBH	1.0	1.0	PMID: ['16127079'], additional_phenotype: confers resistance to drug class: DIAMINOPYRIMIDINE ANTIBIOTIC, is_a: ARO:3001218:trimethoprim resistant dihydrofolate reductase dfr, phenotype: confers resistance to antibiotic: TRIMETHOPRIM	dfrG	dfrG	RBH	1.0	1.0	phenotype: confers resistance to: TRIMETHOPRIM
WP_000938987.1	ncbi	fosB2	phenotype: confers resistance to subclass: FOSFOMYCIN, product: fosfomycin resistance bacillithiol transferase FosB2	ARO3005100	FosB2	RBH	1.0	1.0	PMID: ['12721629'], additional_phenotype: confers resistance to drug class: PHOSPHONIC ACID ANTIBIOTIC, is_a: ARO:3000133:fosfomycin thiol transferase, phenotype: confers resistance to antibiotic: FOSFOMYCIN	fosB2	fosB2	RBH	1.0	1.0	phenotype: confers resistance to: FOSFOMYCIN
WP_000941933.1	ncbi	fosA7.5	phenotype: confers resistance to subclass: FOSFOMYCIN, product: fosfomycin resistance glutathione transferase FosA7.5	ARO3005162	FosA7.5	RBH	1.0	1.0	PMID: ['33077665'], additional_phenotype: confers resistance to drug class: PHOSPHONIC ACID ANTIBIOTIC, is_a: ARO:3000133:fosfomycin thiol transferase, phenotype: confers resistance to antibiotic: FOSFOMYCIN	fosA7	fosA7	OWH	0.973	1.0	phenotype: confers resistance to: FOSFOMYCIN
WP_000941934.1	ncbi	fosA7	phenotype: confers resistance to subclass: FOSFOMYCIN, product: fosfomycin resistance glutathione transferase FosA7	ARO3004113	FosA7	RBH	1.0	1.0	PMID: ['28533247'], additional_phenotype: confers resistance to drug class: PHOSPHONIC ACID ANTIBIOTIC, is_a: ARO:3000133:fosfomycin thiol transferase, phenotype: confers resistance to antibiotic: FOSFOMYCIN	fosA7	fosA7	RBH	1.0	1.0	phenotype: confers resistance to: FOSFOMYCIN
WP_000941935.1	ncbi	fosA7.2	phenotype: confers resistance to subclass: FOSFOMYCIN, product: fosfomycin resistance glutathione transferase FosA7.2	ARO3004113	FosA7	OWH	0.989	1.0	PMID: ['28533247'], additional_phenotype: confers resistance to drug class: PHOSPHONIC ACID ANTIBIOTIC, is_a: ARO:3000133:fosfomycin thiol transferase, phenotype: confers resistance to antibiotic: FOSFOMYCIN	fosA7	fosA7	OWH	0.989	1.0	phenotype: confers resistance to: FOSFOMYCIN
WP_000943763.1	ncbi	fosBx1	phenotype: confers resistance to subclass: FOSFOMYCIN, product: fosfomycin resistance bacillithiol transferase FosBx1	ARO3007372	FosBx1	RBH	1.0	1.0	PMID: ['33199384'], additional_phenotype: confers resistance to drug class: PHOSPHONIC ACID ANTIBIOTIC, is_a: ARO:3000133:fosfomycin thiol transferase, phenotype: confers resistance to antibiotic: FOSFOMYCIN	fosB1	fosB1	RBH	0.992	1.0	phenotype: confers resistance to: FOSFOMYCIN
WP_000949574.1	ncbi	dfrA36	phenotype: confers resistance to subclass: TRIMETHOPRIM, product: trimethoprim-resistant dihydrofolate reductase DfrA36	ARO3005348	DfrA36	RBH	1.0	1.0	PMID: ['31068437'], additional_phenotype: confers resistance to drug class: DIAMINOPYRIMIDINE ANTIBIOTIC, is_a: ARO:3001218:trimethoprim resistant dihydrofolate reductase dfr, phenotype: confers resistance to antibiotic: TRIMETHOPRIM	dfrA36	dfrA36	RBH	0.994	1.0	phenotype: confers resistance to: TRIMETHOPRIM
WP_000952923.1	ncbi	mecR1	phenotype: confers resistance to subclass: METHICILLIN, product: beta-lactam sensor/signal transducer MecR1	ARO3000215	mecR1	RBH	1.0	1.0	PMID: ['1544435'], is_a: ARO:3000100:gene modulating beta-lactam resistance						
WP_000959805.1	ncbi	aacA57-2	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ian	ARO3003200	AAC(6')-Ian	OWH	0.96	1.0	PMID: ['25576529'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	aac(6')-Ian	aac(6')-Ian	OWH	0.96	1.0	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN
WP_000960976.1	ncbi	aac(6')-Ian	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ian	ARO3003200	AAC(6')-Ian	RBH	1.0	1.0	PMID: ['25576529'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	aac(6')-Ian	aac(6')-Ian	RBH	1.0	1.0	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN
WP_000976513.1	ncbi	blaCMY-30	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-30	ARO3002041	CMY-30	RBH	1.0	1.0	PMID: ['19414570'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	blaCMY-30	blaCMY-30	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_000976514.1	ncbi	blaCMY-2	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-2	ARO3002013	CMY-2	RBH	1.0	1.0	PMID: ['33416461', '8787910'], additional_phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN, is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to antibiotic: AMPICILLIN,  CEFALOTIN,  CEFAZOLIN,  CEFIXIME,  CEFOXITIN,  CEFTAZIDIME,  CEFTRIAXONE,  ERTAPENEM	blaCMY-2	blaCMY-2	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_000976515.1	ncbi	blaCMY-23	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-23	ARO3002034	CMY-23	RBH	1.0	1.0	PMID: ['17110393'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	blaCMY-23	blaCMY-23	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_001007673.1	ncbi	blaOXA-2	phenotype: confers resistance to subclass: BETA-LACTAM, product: oxacillin-hydrolyzing class D beta-lactamase OXA-2	ARO3001397	OXA-2	RBH	1.0	1.0	PMID: ['6335398', '27499434'], additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM, is_a: ARO:3007704:OXA-2-like beta-lactamase, phenotype: confers resistance to antibiotic: AMOXICILLIN,  AMPICILLIN,  CEFTAZIDIME	blaOXA-2	blaOXA-2	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFTAZIDIME, PIPERACILLIN
WP_001009012.1	ncbi	catB9	phenotype: confers resistance to subclass: CHLORAMPHENICOL, product: type B-5 chloramphenicol O-acetyltransferase CatB9	ARO3002681	catB9	RBH	1.0	1.0	PMID: ['11952913', '10952301'], additional_phenotype: confers resistance to drug class: PHENICOL ANTIBIOTIC, is_a: ARO:3000122:chloramphenicol acetyltransferase (CAT), phenotype: confers resistance to antibiotic: AZIDAMFENICOL,  CHLORAMPHENICOL,  THIAMPHENICOL	catB9	catB9	RBH	1.0	1.0	phenotype: confers resistance to: CHLORAMPHENICOL
WP_001021774.1	ncbi	blaOXA-856	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-856	ARO3006048	OXA-856	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-365	blaOXA-365	OWH	0.962	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021775.1	ncbi	blaOXA-68	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-68	ARO3001616	OXA-68	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-68	blaOXA-68	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021776.1	ncbi	blaOXA-91	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91	ARO3001627	OXA-91	RBH	1.0	1.0	PMID: ['17284537'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-91	blaOXA-91	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021777.1	ncbi	blaOXA-98	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98	ARO3001646	OXA-98	RBH	1.0	1.0	PMID: ['18190566'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-98	blaOXA-98	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021778.1	ncbi	blaOXA-317	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-317	ARO3001688	OXA-317	RBH	1.0	1.0	PMID: ['24247131'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-317	blaOXA-317	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021779.1	ncbi	blaOXA-69	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69	ARO3001617	OXA-69	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-69	blaOXA-69	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN
WP_001021780.1	ncbi	blaOXA-208	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-208	ARO3001486	OXA-208	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-208	blaOXA-208	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021781.1	ncbi	blaOXA-90	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90	ARO3001650	OXA-90	RBH	1.0	1.0	PMID: ['19567349'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-90	blaOXA-90	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021782.1	ncbi	blaOXA-65	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	ARO3001614	OXA-65	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-65	blaOXA-65	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021783.1	ncbi	blaOXA-180	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-180	ARO3001474	OXA-180	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-180	blaOXA-180	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021784.1	ncbi	blaOXA-259	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-259	ARO3001715	OXA-259	RBH	1.0	1.0	PMID: ['24277043'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-259	blaOXA-259	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021785.1	ncbi	blaOXA-71	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	ARO3001619	OXA-71	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-71	blaOXA-71	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021786.1	ncbi	blaOXA-113	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-113	ARO3001644	OXA-113	RBH	1.0	1.0	PMID: ['17881631'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-113	blaOXA-113	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021787.1	ncbi	blaOXA-312	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-312	ARO3001683	OXA-312	RBH	1.0	1.0	PMID: ['24247131'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-312	blaOXA-312	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021788.1	ncbi	blaOXA-64	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-64	ARO3001613	OXA-64	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-64	blaOXA-64	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021789.1	ncbi	blaOXA-402	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-402	ARO3001588	OXA-402	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-402	blaOXA-402	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021792.1	ncbi	blaOXA-66	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	ARO3001615	OXA-66	RBH	1.0	1.0	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-66	blaOXA-66	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021793.1	ncbi	blaOXA-82	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82	ARO3001635	OXA-82	RBH	1.0	1.0	PMID: ['17391399'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-82	blaOXA-82	RBH	1.0	1.0	phenotype: confers resistance to: IMIPENEM
WP_001021794.1	ncbi	blaOXA-109	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-109	ARO3001640	OXA-109	RBH	1.0	1.0	PMID: ['17391399'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-109	blaOXA-109	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001021795.1	ncbi	blaOXA-100	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100	ARO3001438	OXA-100	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-100	blaOXA-100	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001022756.1	ncbi	blaOXA-242	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-242	ARO3001680	OXA-242	RBH	1.0	1.0	PMID: ['23439638'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-242	blaOXA-242	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001022757.1	ncbi	blaOXA-976	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-976	ARO3008753	OXA-976	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-51	blaOXA-51	OWH	0.963	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM
WP_001022758.1	ncbi	blaOXA-223	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-223	ARO3001669	OXA-223	RBH	1.0	1.0	PMID: ['22422849'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-223	blaOXA-223	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_001025292.1	ncbi	blaOXA-75	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-75	ARO3001620	OXA-75	RBH	1.0	1.0	PMID: ['16189095'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-75	blaOXA-75	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
