id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata
aac(3)-Ia	resfinder	aac(3)-Ia	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN	ARO3002528	AAC(3)-Ia	RBH	1.0	1.0	PMID: ['1960117', '2549372'], is_a: ARO:3007384:AAC(3)-I, phenotype: confers resistance to antibiotic: ASTROMICIN,  GENTAMICIN,  SISOMICIN	WP_002089484.1	aac(3)-Ia	RBH	0.987	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Ia
aac(3)-Ib	resfinder	aac(3)-Ib	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN	ARO3002530	AAC(3)-Ib	RBH	1.0	1.0	PMID: ['7486920'], is_a: ARO:3007384:AAC(3)-I, phenotype: confers resistance to antibiotic: ASTROMICIN,  GENTAMICIN,  SISOMICIN	WP_079459897.1	aac(3)-Ib	RBH	0.993	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Ib
aac(3)-Ib-aac(6')-Ib	resfinder	aac(3)-Ib-aac(6')-Ib	phenotype: confers resistance to: AMIKACIN, GENTAMICIN, STREPTOMYCIN, TOBRAMYCIN	ARO3002600	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein	RBH	1.0	1.0	PMID: ['11850242'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3007419:aminoglycoside bifunctional resistance protein, phenotype: confers resistance to antibiotic: AMIKACIN,  ASTROMICIN,  GENTAMICIN,  KANAMYCIN A,  SISOMICIN,  TOBRAMYCIN	WP_063838852.1	aac(3)-Ib/aac(6')-Ib''	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, KANAMYCIN, TOBRAMYCIN, product: bifunctional aminoglycoside N-acetyltransferase AAC(3)-Ib/aminoglycoside N-acetyltransferase AAC(6')-Ib''
aac(3)-Ic	resfinder	aac(3)-Ic	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN	ARO3002531	AAC(3)-Ic	RBH	1.0	1.0	PMID: ['12709352'], is_a: ARO:3007384:AAC(3)-I, phenotype: confers resistance to antibiotic: ASTROMICIN,  GENTAMICIN,  SISOMICIN	WP_034006142.1	aac(3)-Ic	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Ic
aac(3)-Id	resfinder	aac(3)-Id	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN	ARO3002529	AAC(3)-Id	RBH	1.0	0.9113924050632911	PMID: ['15388438', '18476779', '15728939'], is_a: ARO:3007384:AAC(3)-I, phenotype: confers resistance to antibiotic: ASTROMICIN,  GENTAMICIN,  SISOMICIN	WP_038404949.1	aac(3)-Id	RBH	1.0	0.9113924050632911	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Id
aac(3)-If	resfinder	aac(3)-If	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN							WP_063856942.1	aac(3)-If	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-If
aac(3)-Ig	resfinder	aac(3)-Ig	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN							WP_011468318.1	aac(3)-Ig	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Ig
aac(3)-Ih	resfinder	aac(3)-Ih	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN												
aac(3)-Ii	resfinder	aac(3)-Ii	phenotype: confers resistance to: ASTROMICIN, FORTIMICIN, GENTAMICIN							WP_011540937.1	aac(3)-Ii	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-Ii
aac(3)-VIII	resfinder	aac(3)-VIII	phenotype: confers resistance to: UNKNOWN AMINOGLYCOSIDE	ARO3002542	AAC(3)-VIIIa	OWH	0.948	1.0	PMID: ['2060791'], is_a: ARO:3007390:AAC(3)-VIII, phenotype: confers resistance to antibiotic: NEOMYCIN	WP_031136588.1	aac(3)-VIII	RBH	1.0	0.9825783972125436	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(3)-VIII
aac(3)-VIIIa	resfinder	aac(3)-VIIIa	phenotype: confers resistance to: AMIKACIN, ARBEKACIN, DIBEKACIN, GENTAMICIN, KANAMYCIN, NEOMYCIN, PAROMOMYCIN	ARO3002542	AAC(3)-VIIIa	RBH	1.0	0.9825174825174825	PMID: ['2060791'], is_a: ARO:3007390:AAC(3)-VIII, phenotype: confers resistance to antibiotic: NEOMYCIN	WP_063856943.1	aac(3)-VIIIa	RBH	1.0	0.9825174825174825	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(3)-VIIIa
aac(3)-VIIa	resfinder	aac(3)-VIIa	phenotype: confers resistance to: AMIKACIN, ARBEKACIN, DIBEKACIN, GENTAMICIN, KANAMYCIN, NEOMYCIN, PAROMOMYCIN	ARO3002541	AAC(3)-VIIa	RBH	1.0	1.0	PMID: ['2914849'], is_a: ARO:3007389:AAC(3)-VII, phenotype: confers resistance to antibiotic: PAROMOMYCIN	WP_063840272.1	aac(3)-VIIa	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(3)-VIIa
aac(3)-VIa	resfinder	aac(3)-VIa	phenotype: confers resistance to: GENTAMICIN	ARO3002540	AAC(3)-VIa	RBH	1.0	1.0	PMID: ['19949054', '8257126'], is_a: ARO:3007388:AAC(3)-VI, phenotype: confers resistance to antibiotic: 6'-N-ETHYLNETILMICIN,  GENTAMICIN,  SISOMICIN	WP_000131886.1	aac(3)-VIa	RBH	0.996	1.0	phenotype: confers resistance to subclass: GENTAMICIN, product: aminoglycoside N-acetyltransferase AAC(3)-VIa
aac(3)-XI	resfinder	aac(3)-XI	phenotype: confers resistance to: UNKNOWN AMINOGLYCOSIDE							WP_046095284.1	aac(3)-XI	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(3)-XI
aac(3)-Xa	resfinder	aac(3)-Xa	phenotype: confers resistance to: AMIKACIN, ARBEKACIN, DIBEKACIN, GENTAMICIN, KANAMYCIN, NEOMYCIN, PAROMOMYCIN	ARO3002544	AAC(3)-Xa	RBH	1.0	1.0	PMID: ['10639379'], is_a: ARO:3007392:AAC(3)-X, phenotype: confers resistance to antibiotic: KANAMYCIN A	WP_012377682.1	aac(3)-Xa	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(3)-Xa
aac(6')-29a	resfinder	aac(6')-29a	phenotype: confers resistance to: AMIKACIN, ISEPAMICIN, KANAMYCIN, NEOMYCIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002583	AAC(6')-29a	RBH	1.0	1.0	PMID: ['11158753'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'), phenotype: confers resistance to antibiotic: AMIKACIN,  DIBEKACIN,  ISEPAMICIN,  KANAMYCIN A,  TOBRAMYCIN	WP_064190968.1	aac(6')-29a	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-29a
aac(6')-29b	resfinder	aac(6')-29b	phenotype: confers resistance to: AMIKACIN, ISEPAMICIN, KANAMYCIN, NEOMYCIN, NETILMICIN, SISOMICIN, TOBRAMYCIN												
aac(6')-30-aac(6')-Ib'	resfinder	aac(6')-30-aac(6')-Ib'	phenotype: confers resistance to: AMIKACIN, GENTAMICIN, ISEPAMICIN, KANAMYCIN, NEOMYCIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002599	AAC(6')-30/AAC(6')-Ib' bifunctional protein	RBH	1.0	1.0	PMID: ['15561846'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3007419:aminoglycoside bifunctional resistance protein, phenotype: confers resistance to antibiotic: GENTAMICIN A	WP_063838853.1	aac(6')-30/aac(6')-Ib'	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, GENTAMICIN, product: bifunctional aminoglycoside N-acetyltransferase AAC(6')-30/aminoglycoside N-acetyltransferase AAC(6')-Ib'
aac(6')-31	resfinder	aac(6')-31	phenotype: confers resistance to: AMIKACIN, GENTAMICIN, ISEPAMICIN, KANAMYCIN, NEOMYCIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002585	AAC(6')-31	RBH	1.0	1.0	PMID: ['17470660'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'), phenotype: confers resistance to antibiotic: AMIKACIN,  GENTAMICIN,  ISEPAMICIN,  KANAMYCIN A,  NEOMYCIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_044424439.1	aac(6')-31	RBH	1.0	0.9347826086956522	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-31
aac(6')-32	resfinder	aac(6')-32	phenotype: confers resistance to: TOBRAMYCIN	ARO3002586	AAC(6')-32	RBH	1.0	1.0	PMID: ['17938181'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'), phenotype: confers resistance to antibiotic: AMIKACIN,  GENTAMICIN,  TOBRAMYCIN	WP_032491968.1	aac(6')-32	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-32
aac(6')-33	resfinder	aac(6')-33	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002587	AAC(6')-I33	RBH	1.0	1.0	PMID: ['19738007'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'), phenotype: confers resistance to antibiotic: AMIKACIN,  TOBRAMYCIN	WP_015059044.1	aac(6')-33	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-33
aac(6')-I30	resfinder	aac(6')-I30	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002588	AAC(6')-I30	RBH	1.0	1.0	PMID: ['15231768'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'),ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_063840274.1	aac(6')-I30	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-I30
aac(6')-IIa	resfinder	aac(6')-IIa	phenotype: confers resistance to: DIBEKACIN, GENTAMICIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002594	AAC(6')-IIa	RBH	1.0	1.0	PMID: ['2515793'], is_a: ARO:3007396:AAC(6')-II, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  DIBEKACIN,  GENTAMICIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_071846189.1	aac(6')-IIa	RBH	0.994	1.0	phenotype: confers resistance to subclass: GENTAMICIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-IIa
aac(6')-IIb	resfinder	aac(6')-IIb	phenotype: confers resistance to: DIBEKACIN, GENTAMICIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002595	AAC(6')-IIb	RBH	1.0	1.0	PMID: ['8385262'], is_a: ARO:3007396:AAC(6')-II, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  DIBEKACIN,  GENTAMICIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_063840276.1	aac(6')-IIb	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-IIb
aac(6')-IIc	resfinder	aac(6')-IIc	phenotype: confers resistance to: GENTAMICIN, TOBRAMYCIN	ARO3002596	AAC(6')-IIc	RBH	1.0	1.0	PMID: ['15761066'], is_a: ARO:3007396:AAC(6')-II, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  DIBEKACIN,  GENTAMICIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_012695484.1	aac(6')-IIc	RBH	1.0	1.0	phenotype: confers resistance to subclass: GENTAMICIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-IIc
aac(6')-Ia	resfinder	aac(6')-Ia	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002545	AAC(6')-Ia	RBH	1.0	1.0	PMID: ['2826403', '1314803'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_032489895.1	aac(6')-Ia	RBH	0.989	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia
aac(6')-Iaa	resfinder	aac(6')-Iaa	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002571	AAC(6')-Iaa	RBH	1.0	1.0	PMID: ['12679553'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN						
aac(6')-Iad	resfinder	aac(6')-Iad	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002572	AAC(6')-Iad	RBH	1.0	1.0	PMID: ['15155202'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_063840277.1	aac(6')-Iad	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMIKACIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Iad
aac(6')-Iae	resfinder	aac(6')-Iae	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002573	AAC(6')-Iae	RBH	1.0	1.0	PMID: ['16127047'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_003159545.1	aac(6')-Iae	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae
aac(6')-Iaf	resfinder	aac(6')-Iaf	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002574	AAC(6')-Iaf	RBH	0.994	1.0	PMID: ['19349516'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_063840278.1	aac(6')-Iaf	RBH	0.994	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf
aac(6')-Iag	resfinder	aac(6')-Iag	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3004638	AAC(6')-I-48	RBH	1.0	1.0	PMID: ['23950962'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_071593201.1	aacA48	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag
aac(6')-Iai	resfinder	aac(6')-Iai	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002575	AAC(6')-Iai	RBH	1.0	1.0	PMID: ['26270859'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_063840279.1	aac(6')-Iai	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai
aac(6')-Iaj	resfinder	aac(6')-Iaj	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3003677	AAC(6')-Iaj	RBH	1.0	1.0	PMID: ['23070167'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_069174568.1	aac(6')-Iaj	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj
aac(6')-Ian	resfinder	aac(6')-Ian	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3003200	AAC(6')-Ian	RBH	1.0	1.0	PMID: ['25576529'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_000960976.1	aac(6')-Ian	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ian
aac(6')-Ib	resfinder	aac(6')-Ib	phenotype: confers resistance to: AMIKACIN, KANAMYCIN, TOBRAMYCIN	ARO3002581	AAC(6')-Ib10	OWH	0.984	0.9595959595959596	PMID: ['9579076'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: AMIKACIN,  KANAMYCIN A,  TOBRAMYCIN	WP_071593228.1	catB8/aac(6')-Ib'	OWH	0.979	0.9545454545454546	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, CHLORAMPHENICOL, GENTAMICIN, product: bifunctional type B-3 chloramphenicol O-acetyltransferase CatB8/aminoglycoside N-acetyltransferase AAC(6')-Ib
aac(6')-Ib-Hangzhou	resfinder	aac(6')-Ib-Hangzhou	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002592	AAC(6')-Ib-Hangzhou	RBH	1.0	1.0	PMID: ['20833577'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3000345:AAC(6'), phenotype: confers resistance to antibiotic: AMIKACIN,  KANAMYCIN A,  TOBRAMYCIN	WP_071593228.1	catB8/aac(6')-Ib'	OWH	0.986	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, CHLORAMPHENICOL, GENTAMICIN, product: bifunctional type B-3 chloramphenicol O-acetyltransferase CatB8/aminoglycoside N-acetyltransferase AAC(6')-Ib
aac(6')-Ib-cr	resfinder	aac(6')-Ib-cr	phenotype: confers resistance to: AMIKACIN, CIPROFLOXACIN, DIBEKACIN, FLUOROQUINOLONE, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002598	ANT(3'')-II-AAC(6')-IId bifunctional protein	OWH	0.949	0.9849246231155779	PMID: ['11959575'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3007419:aminoglycoside bifunctional resistance protein, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  DIBEKACIN,  GENTAMICIN A,  NETILMICIN,  SISOMICIN,  SPECTINOMYCIN,  STREPTOMYCIN,  TOBRAMYCIN	WP_071593228.1	catB8/aac(6')-Ib'	OWH	0.954	0.964824120603015	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, CHLORAMPHENICOL, GENTAMICIN, product: bifunctional type B-3 chloramphenicol O-acetyltransferase CatB8/aminoglycoside N-acetyltransferase AAC(6')-Ib
aac(6')-Ib11	resfinder	aac(6')-Ib11	phenotype: confers resistance to: AMIKACIN, GENTAMICIN, NETILMICIN, TOBRAMYCIN	ARO3002582	AAC(6')-Ib11	RBH	1.0	1.0	PMID: ['12543680'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: AMIKACIN,  KANAMYCIN A,  TOBRAMYCIN	WP_032490438.1	aac(6')-Ib11	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMIKACIN, GENTAMICIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ib11
aac(6')-Ib3	resfinder	aac(6')-Ib3	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002576	AAC(6')-Ib3	OWH	0.988	1.0	PMID: ['1331747', '9527761'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: AMIKACIN,  KANAMYCIN A,  TOBRAMYCIN	WP_032488579.1	aac(6')-Ib3	OWH	0.988	1.0	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ib3
aac(6')-Ic	resfinder	aac(6')-Ic	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002549	AAC(6')-Ic	RBH	1.0	1.0	PMID: ['1354954'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_033649026.1	aac(6')-Ic	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-Ic
aac(6')-If	resfinder	aac(6')-If	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002553	AAC(6')-If	RBH	1.0	1.0	PMID: ['7695286'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_048233550.1	aac(6')-If	RBH	0.972	0.9664429530201343	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-If
aac(6')-Ig	resfinder	aac(6')-Ig	phenotype: confers resistance to: AMIKACIN, DIBEKACIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002554	AAC(6')-Ig	RBH	1.0	1.0	PMID: ['8257129', '7810994'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_005081764.1	aac(6')-Ig	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ig
aac(6')-Ih	resfinder	aac(6')-Ih	phenotype: confers resistance to: AMIKACIN, NETILMICIN, TOBRAMYCIN	ARO3002555	AAC(6')-Ih	RBH	0.986	1.0	PMID: ['7810994'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_016541245.1	aac(6')-Ih	RBH	0.986	1.0	phenotype: confers resistance to subclass: AMIKACIN, KANAMYCIN, TOBRAMYCIN, product: aminoglycoside N-acetyltransferase AAC(6')-Ih
aac(6')-Ii	resfinder	aac(6')-Ii	phenotype: confers resistance to: DIBEKACIN, GENTAMICIN, NETILMICIN, SISOMICIN, TOBRAMYCIN	ARO3002556	AAC(6')-Ii	RBH	1.0	1.0	PMID: ['12767240', '10378269', '8239603'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_008265821.1	aac(6')-Ii	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-Ii
aac(6')-Iid	resfinder	aac(6')-Iid	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002589	AAC(6')-Iid	RBH	1.0	1.0	PMID: ['15849260'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_010720790.1	aac(6')-Iid	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-Iid
aac(6')-Iih	resfinder	aac(6')-Iih	phenotype: confers resistance to: AMIKACIN, TOBRAMYCIN	ARO3002590	AAC(6')-Iih	RBH	1.0	1.0	PMID: ['15849260'], is_a: ARO:3007395:AAC(6')-I, phenotype: confers resistance to antibiotic: 2'-N-ETHYLNETILMICIN,  5-EPISISOMICIN,  AMIKACIN,  DIBEKACIN,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	WP_005880220.1	aac(6')-Iih	RBH	1.0	1.0	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: aminoglycoside N-acetyltransferase AAC(6')-Iih
